"ID";"Active(0/1)";"Name";"Categories (xyz)";"Price";"Description";"ImgSrc"
"21763";"1";"ModeCom Feel 202 96W (mini ITX) [IX-F202-13-0000096-0080]";"429";"215.0";"Cena:  215zł &nbsp174,80zł netto Gwarancja producenta: 24 miesiące Specyfikacja: Typ obudowy: Mini ITX Akceptowalny format płyty głównej: mini ITX Zasilacz: Tak, 96W Ilość kieszeni zewnętrznych: 1x 5,25"" Slim type Ilość kieszeni wewnętrznych: 1x 3,5"" Liczba zainstalowanych wentylatorów: 0 Miejsce na dodatkowe wentylatory: b.d Gniazda USB 2.0: 2 szt. Gniazda USB 3.0: 0 szt. Gniazdo mikrofonowe: 1 szt. Gniazdo słuchawkowe: 1 szt. Regulator obrotów wentylatorów: nie Długość: 321 mm Szerokość: 60 mm Wysokość: 220 mm Max. długość VGA: brak możliwości montażu Max. wysokość chłodzenia CPU: b.d Sloty rozszerzeń: 0 Dodatkowe informacje:";"http://www.esc.pl/images/obudowy/Fractal/IX-F202-13-0000096-0080_medium.jpg?osCsid=ed83ce3c6c26544901d7da6d5c2e2ed6"
"55379";"1";"Fractal Design Define Nano S (Black, okno) [FD-CA-DEF-NANO-S-BK-W]";"429";"199.0";"Cena:  199zł &nbsp161,79zł netto Gwarancja producenta: 24 miesiące dostępne w magazynie - natychmiastowa wysyłka Specyfikacja: Typ obudowy: Mini ITX Akceptowalny format płyty głównej: mini ITX Zasilacz: ATX (należy zakupić oddzielnie) Ilość kieszeni zewnętrznych: brak Ilość kieszeni wewnętrznych: 2x 3,5"",2x 2,5"" Liczba zainstalowanych wentylatorów: 1x 140mm, 1x 120mm, Miejsce na dodatkowe wentylatory: 2x 120/140mm,1x 120mm, 1x 120/140mm Gniazda USB 2.0: 2 szt. Gniazda USB 3.0: 2 szt. Gniazdo mikrofonowe: 1 szt. Gniazdo słuchawkowe: 1 szt. Regulator obrotów wentylatorów: nie Długość: 400 mm Szerokość: 203 mm Wysokość: 330 mm Max. długość VGA: 315mm Max. wysokość chłodzenia CPU: 160mm Sloty rozszerzeń: 2 Dodatkowe informacje: -";"http://www.esc.pl/images/obudowy/FDDNSW_medium.jpg?osCsid=ea918be4e28742cdedf44f546bcd2482"
"51654";"1";"Fractal Design Define Nano S (Black) [FD-CA-DEF-NANO-S-BK]";"429";"179.0";"Cena:  179zł &nbsp145,53zł netto Gwarancja producenta: 24 miesiące dostępne w magazynie - natychmiastowa wysyłka Specyfikacja: Typ obudowy: Mini ITX Akceptowalny format płyty głównej: mini ITX Zasilacz: ATX (należy zakupić oddzielnie) Ilość kieszeni zewnętrznych: brak Ilość kieszeni wewnętrznych: 2x 3,5"",2x 2,5"" Liczba zainstalowanych wentylatorów: 1x 140mm, 1x 120mm, Miejsce na dodatkowe wentylatory: 2x 120/140mm,1x 120mm, 1x 120/140mm Gniazda USB 2.0: 2 szt. Gniazda USB 3.0: 2 szt. Gniazdo mikrofonowe: 1 szt. Gniazdo słuchawkowe: 1 szt. Regulator obrotów wentylatorów: nie Długość: 400 mm Szerokość: 203 mm Wysokość: 330 mm Max. długość VGA: 315mm Max. wysokość chłodzenia CPU: 162mm Sloty rozszerzeń: 2 Dodatkowe informacje: -";"http://www.esc.pl/images/obudowy/FDDNS_medium.jpg?osCsid=4f2d4e7afa2a72150a15d2d6c79974a2"
"30782";"1";"Chieftec IX-01B 85W (mini ITX)";"429";"265.0";"Cena:  265zł &nbsp215,45zł netto Gwarancja producenta: 24 miesiące Specyfikacja: Typ obudowy: Mini ITX Akceptowalny format płyty głównej: mini ITX Zasilacz: 85W Ilość kieszeni zewnętrznych: - Ilość kieszeni wewnętrznych: 2x 2,5"" Liczba zainstalowanych wentylatorów: brak Miejsce na dodatkowe wentylatory: 2x 50mm Gniazda USB 2.0: 0 szt. Gniazda USB 3.0: 0 szt. Gniazdo mikrofonowe: 0 szt. Gniazdo słuchawkowe: 0 szt. Regulator obrotów wentylatorów: nie Długość: 220 mm Szerokość: 63 mm Wysokość: 197 mm Max. długość VGA: b.d Max. wysokość chłodzenia CPU: 30mm Sloty rozszerzeń: 1 low profile Dodatkowe informacje: Zasilacz w komplecie.";"http://www.esc.pl/images/obudowy/Chieftec/IX-01B_medium.jpg?osCsid=90396b66b293603bd220248e175e0585"
"736";"1";"Chieftec BT-04B-U3 400W (mini ITX) [BG-01B-B-SL]";"429";"299.0";"Cena:  299zł &nbsp243,09zł netto Gwarancja producenta: 24 miesiące dostępne na magazynie - natychmiastowa wysyłka";"http://www.esc.pl/images/obudowy/Chieftec/BT-04B-U3_medium.jpg?osCsid=ce3f6d44f68783b473ad193115820450"
"25021";"1";"SilentiumPC Brutus Q20 USB 3.0 (mini ITX) [BT-Q20]";"429";"135.0";"Cena:  135zł &nbsp109,76zł netto Gwarancja producenta: 24 miesiące";"http://www.esc.pl/images/obudowy/SilentPC/BT-Q20_medium.jpg?osCsid=71bc376caec4c0a68f39847e53f0143b"
"46362";"1";"Chieftec FI-01B-U3 USB3.0 200W (mini ITX)";"429";"259.0";"Cena:  259zł &nbsp210,57zł netto Gwarancja producenta: 24 miesiące dostępne na magazynie - natychmiastowa wysyłka Specyfikacja: Typ obudowy: Mini ITX Akceptowalny format płyty głównej: mini ITX Zasilacz: 200W Ilość kieszeni zewnętrznych: 1x 5.25"" Slim Line Ilość kieszeni wewnętrznych: 1x 3,5"",1x 2,5"" Liczba zainstalowanych wentylatorów: brak Miejsce na dodatkowe wentylatory: brak Gniazda USB 2.0: 0 szt. Gniazda USB 3.0: 2 szt. Gniazdo mikrofonowe: 1 szt. Gniazdo słuchawkowe: 1 szt. Regulator obrotów wentylatorów: nie Długość: 265 mm Szerokość: 90 mm Wysokość: 270 mm Max. długość VGA: 65 mm Max. wysokość chłodzenia CPU: 150 mm Sloty rozszerzeń: 1 low profile Dodatkowe informacje: Zasilacz SFX w komplecie.";"http://www.esc.pl/images/obudowy/Chieftec/FI-01B-U3 USB3_medium.jpg?osCsid=3aeca683bb9bc1a2628f5b268914eb47"
"2078";"1";"Chieftec IX-05B 85W (mini ITX)";"429";"399.0";"Cena:  399zł &nbsp324,39zł netto Gwarancja producenta: 24 miesiące";"http://www.esc.pl/images/obudowy/Chieftec/IX-05B-OP_medium.jpg?osCsid=ea9249b1dade0f715bd451d784f55c86"
"25018";"1";"Fractal Design Node 304 Black (mini ITX) [FD-CA-NODE-304-BL]";"429";"339.0";"Cena:  339zł &nbsp275,61zł netto Gwarancja producenta: 24 miesiące Specyfikacja: Typ obudowy: Mini ITX Akceptowalny format płyty głównej: mini ITX Zasilacz: ATX (należy zakupić oddzielnie) Ilość kieszeni zewnętrznych: brak Ilość kieszeni wewnętrznych: 6x 3,5"" lub 6x 2,5"" Liczba zainstalowanych wentylatorów: 2x 92mm, 1x 140mm, Miejsce na dodatkowe wentylatory: 1x 80mm,1x 120mm Gniazda USB 2.0: 0 szt. Gniazda USB 3.0: 2 szt. Gniazdo mikrofonowe: 1 szt. Gniazdo słuchawkowe: 1 szt. Regulator obrotów wentylatorów: nie Długość: 374 mm Szerokość: 210 mm Wysokość: 250 mm Max. długość VGA: 315mm Max. wysokość chłodzenia CPU: 165mm Sloty rozszerzeń: 2 Dodatkowe informacje: -";"http://www.esc.pl/images/obudowy/Fractal/FD-CA-NODE-304-BL_medium.jpg?osCsid=2488d3a40245f88a6abd4af76124ea98"
"748";"1";"Chieftec IX-03B 85W (mini ITX)";"429";"265.0";"Cena:  265zł &nbsp215,45zł netto Gwarancja producenta: 24 miesiące Specyfikacja: Typ obudowy: Mini ITX Akceptowalny format płyty głównej: mini ITX Zasilacz: 85W Ilość kieszeni zewnętrznych: - Ilość kieszeni wewnętrznych: 2x 2,5"" Liczba zainstalowanych wentylatorów: brak Miejsce na dodatkowe wentylatory: 2x 50mm Gniazda USB 2.0: 0 szt. Gniazda USB 3.0: 0 szt. Gniazdo mikrofonowe: 0 szt. Gniazdo słuchawkowe: 0 szt. Regulator obrotów wentylatorów: nie Długość: 215 mm Szerokość: 60 mm Wysokość: 196 mm Max. długość VGA: b.d Max. wysokość chłodzenia CPU: 30mm Sloty rozszerzeń: 1 low profile Dodatkowe informacje: Zasilaczw komplecie.";"http://www.esc.pl/images/obudowy/Chieftec/IX-03B_medium.jpg?osCsid=0b70fcb5cb4ce82a7b18a46e8cecf741"
"7038";"1";"Cooler Master Elite 130 (Mini ITX) [RC-130-KKN1]";"429";"189.0";"Cena:  189zł &nbsp153,66zł netto Gwarancja producenta: 24 miesiące Specyfikacja: Typ obudowy: Cube Tower Akceptowalny format płyty głównej: mini ITX Zasilacz: ATX (należy zakupić oddzielnie) Ilość kieszeni zewnętrznych: 1x 5,25"" Ilość kieszeni wewnętrznych: 3x 3,5"" Liczba zainstalowanych wentylatorów: 1x 120mm, 1x 80mm Miejsce na dodatkowe wentylatory: 1x 120mm Gniazda USB 2.0: 1 szt. Gniazda USB 3.0: 2 szt. Gniazdo mikrofonowe: 1 szt. Gniazdo słuchawkowe: 1 szt. Regulator obrotów wentylatorów: nie Długość: 398 mm Szerokość: 240 mm Wysokość: 207 mm Max. długość VGA: 343mm Max. wysokość chłodzenia CPU: 65mm Sloty rozszerzeń: 2 Dodatkowe informacje: -";"http://www.esc.pl/images/obudowy/CoolerMaster/RC-130-KKN1_medium.jpg?osCsid=b716a651d6819b0943e87673fdcf04ab"
"22761";"1";"Kaspersky Internet Security ESD (3-device, 24-miesiące, kontynuacja) [KL1941PCCDR]";"270";"199.0";"Cena:  199zł &nbsp161,79zł netto";""
"22766";"1";"ESET NOD32 Antivirus (10-user, 12-miesięcy, upgrade)";"270";"469.0";"Cena:  469zł &nbsp381,30zł netto Zastosowanie: Oprogramowanie antywirusowe Wersja : Upgrade/przedłużenie; Business Edition Client, 4.0 Pakiet zawiera: Licencję, Liczba stanowisk: 10 szt Wersja językowa: polska Wymagania systemowe : Windows 98/NT/ME, 2000, XP, 2003, Vista, 2008";"http://www.esc.pl/images/software/Antywirusy/ESET/nod32upg.jpg?osCsid=17289123966d211cef72dce48a55f564"
"58142";"1";"Kaspersky Internet Security ESD (5-device, 24-miesiące) [KL1941PCEDS]";"270";"379.0";"Cena:  379zł &nbsp308,13zł netto";"http://www.esc.pl/images/oprogramowanie/kl1154pbbfs1-large.jpg?osCsid=85d48b4085e9f05a5f6ea18f44c52650"
"22747";"1";"McAfee AntiVirus Plus (12-miesięcy, nielimitowana liczba urządzeń) [950-0005-18]";"270";"39.0";"Cena:  39zł &nbsp31,71zł netto Gwarancja producenta: 12 miesięcy dostępne w magazynie - natychmiastowa wysyłka Typ:Antywirus Wersja: BOX Liczba użytkowników:1 Liczba stanowisk: nielimitowana Ważność licencji: 12 miesięcy Wersja językowa: polska";"http://www.esc.pl/images/oprogramowanie/AntivirusPlus_medium.jpg?osCsid=e550c481cd0502ec19ace6a87adafa8a"
"22666";"1";"ESET NOD32 Antivirus (5-user, 12-miesiecy, upgrade)";"270";"289.0";"Cena:  289zł &nbsp234,96zł netto Zastosowanie: Oprogramowanie antywirusowe Wersja : Upgrade/przedłużenie; Business Edition Client, 4.0 Pakiet zawiera: Licencję, Liczba stanowisk: 5 szt Wersja językowa: polska Wymagania systemowe : Windows 98/NT/ME, 2000, XP, 2003, Vista, 2008";"http://www.esc.pl/images/software/Antywirusy/ESET/nod32upg.jpg?osCsid=18c4627fb7b8557f685aac2276cb81f0"
"33897";"1";"ESET Security Pack (3user+3smtf, 36-miesięcy) [ESP-N3D3Y]";"270";"369.0";"Cena:  369zł &nbsp300zł netto Korzystasz z kilku komputerów w domu lub firmie? Na smartfonie odbierasz pocztę i przeglądasz Internet? Teraz ESET przygotował rozwiązanie specjalnie dla Ciebie – ESET Security Pack. Pakiet programów którymi możesz chronić aż 3 komputery oraz 3 smartfony, niezależnie od tego czy korzystasz z nich w domu czy firmie. ESET Security Pack zapewnia kompleksową ochronę komputerów z systemami Windows, Linux, Mac OS X oraz urządzeń mobilnych. Skorzystaj z ESET Security Pack i ciesz się pełną ochroną komputerów i samartfonów zarówno w domu jak i w firmie. Najważniejsze funkcje ESET Security Pack Skaner antywirusowy ThreatSense® – Autorska technologia ESET chroniąca przez znanymi jak i nowymi typami zagrożeń. Zapewnia pełne bezpieczeństwo podczas korzystania z Internetu oraz codziennej pracy na komputerze. Antyspyware – Ochrona przed złośliwym oprogramowaniem śledzącym aktywność użytkownika online. Chroni przed kradzieżą danych i poufnych informacji z komputera. Zapora osobista (Firewall) – Uniemożliwia niepowołanym użytkownikom zdalny dostęp do komputera użytkownika i jego prywatnych danych. Moduł antyspamowy – Wykorzystuje inteligentny, uczący się filtr, który zapobiega przedostawaniu się do skrzynki odbiorczej niechcianych wiadomości. Często to właśnie za ich pośrednictwem jest rozsyłane złośliwe oprogramowanie lub próby wyłudzenia pieniędzy przy pomocy phishingu. Antyzłodziej (Anti-Theft) – w przypadku kradzieży lub zgubienia urządzenia możesz zdalnie usunąć wszystkie dane – w tym listy kontaktów, wiadomości i dane z kart pamięci. Wystarczy, że wyślesz na telefon prostą komendę w postaci wiadomości SMS. Moduł Firewall i Antyspam dostępne tylko dla systemów Windows oraz Symbian. Funkcja Anti-Theft wsierana jest tylko przez smartfony.";"http://www.esc.pl/images/software/Antywirusy/ESET/ESP-N3D1Y.jpg?osCsid=8882132ca86cc0f90a0c57cb9ae980e7"
"22737";"1";"ESET Security Pack (3user+3smtf, 12-miesięcy, upgrade) [ESP-K3D1Y]";"270";"119.0";"Cena:  119zł &nbsp96,75zł netto Korzystasz z kilku komputerów w domu lub firmie? Na smartfonie odbierasz pocztę i przeglądasz Internet? Teraz ESET przygotował rozwiązanie specjalnie dla Ciebie – ESET Security Pack. Pakiet programów którymi możesz chronić aż 3 komputery oraz 3 smartfony, niezależnie od tego czy korzystasz z nich w domu czy firmie. ESET Security Pack zapewnia kompleksową ochronę komputerów z systemami Windows, Linux, Mac OS X oraz urządzeń mobilnych. Skorzystaj z ESET Security Pack i ciesz się pełną ochroną komputerów i samartfonów zarówno w domu jak i w firmie. Najważniejsze funkcje ESET Security Pack Skaner antywirusowy ThreatSense® – Autorska technologia ESET chroniąca przez znanymi jak i nowymi typami zagrożeń. Zapewnia pełne bezpieczeństwo podczas korzystania z Internetu oraz codziennej pracy na komputerze. Antyspyware – Ochrona przed złośliwym oprogramowaniem śledzącym aktywność użytkownika online. Chroni przed kradzieżą danych i poufnych informacji z komputera. Zapora osobista (Firewall) – Uniemożliwia niepowołanym użytkownikom zdalny dostęp do komputera użytkownika i jego prywatnych danych. Moduł antyspamowy – Wykorzystuje inteligentny, uczący się filtr, który zapobiega przedostawaniu się do skrzynki odbiorczej niechcianych wiadomości. Często to właśnie za ich pośrednictwem jest rozsyłane złośliwe oprogramowanie lub próby wyłudzenia pieniędzy przy pomocy phishingu. Antyzłodziej (Anti-Theft) – w przypadku kradzieży lub zgubienia urządzenia możesz zdalnie usunąć wszystkie dane – w tym listy kontaktów, wiadomości i dane z kart pamięci. Wystarczy, że wyślesz na telefon prostą komendę w postaci wiadomości SMS. Moduł Firewall i Antyspam dostępne tylko dla systemów Windows oraz Symbian. Funkcja Anti-Theft wsierana jest tylko przez smartfony.";"http://www.esc.pl/images/software/Antywirusy/ESET/ESP-N3D1Y.jpg?osCsid=0c9a2b1e49e580fda713e3fa1c3d05e7"
"58149";"1";"Kaspersky Anti-Virus 2016 ESD (3-stanowiska, 12 miesięcy) [KL1167PCCFS]";"270";"119.0";"Cena:  119zł &nbsp96,75zł netto";"http://www.esc.pl/images/oprogramowanie/kl1154pbbfs-large.jpg?osCsid=7907eb337c227383fb73a42d5c9a8c95"
"58135";"1";"Kaspersky Internet Security ESD (2-device, 12-miesięcy, kontynuacja) [KL1941PCBFR]";"270";"85.0";"Cena:  85zł &nbsp69,11zł netto";"http://www.esc.pl/images/oprogramowanie/kl1154pbbfs1-large.jpg?osCsid=21365951c21f424346795cdc779cb295"
"58152";"1";"Kaspersky Anti-Virus 2016 ESD (5-stanowisk, 12 miesięcy) [KL1167PCEFS]";"270";"179.0";"Cena:  179zł &nbsp145,53zł netto";"http://www.esc.pl/images/oprogramowanie/kl1154pbbfs-large.jpg?osCsid=b9eac695caecd09b3a0b399a413760af"
"22741";"1";"ESET NOD32 Antivirus (1-user, 36-miesięcy, upgrade)";"270";"125.0";"Cena:  125,00zł &nbsp101,63zł netto Zastosowanie: Oprogramowanie antywirusowe Wersja : Upgrade/przedłużenie; Business Edition Client, 4.0 Pakiet zawiera: Licencję, Liczba użytkowników : 1 Liczba stanowisk: 1 szt Wersja językowa: polska Wymagania systemowe : Windows 98/NT/ME, 2000, XP, 2003, Vista, 2008";"http://www.esc.pl/images/software/Antywirusy/ESET/nod32upg.jpg?osCsid=54ba61fa4c7b5cb108a91dee1bfc3e45"
"22735";"1";"ESET NOD32 Antivirus (1-user, 24-miesiące, upgrade)";"270";"99.0";"Cena:  99,00zł &nbsp80,49zł netto Zastosowanie: Oprogramowanie antywirusowe Wersja : Upgrade/przedłużenie; Business Edition Client, 4.0 Pakiet zawiera: Licencję, Liczba użytkowników : 1 Liczba stanowisk: 1 szt Wersja językowa: polska Wymagania systemowe : Windows 98/NT/ME, 2000, XP, 2003, Vista, 2008";"http://www.esc.pl/images/software/Antywirusy/ESET/nod32upg.jpg?osCsid=93ddd020185e1005bd5c803fdfe4175a"
"22757";"1";"Kaspersky Anti-Virus 2016 ESD (3-stanowiska, 24-miesiące, kontynuacja) [KL1167PCCDR]";"270";"149.0";"Cena:  149zł &nbsp121,14zł netto";""
"22750";"1";"Kaspersky Internet Security ESD (2-device, 24-miesiące, kontynuacja) [KL1941PCBDR]";"270";"139.0";"Cena:  139zł &nbsp113,01zł netto";""
"58139";"1";"Kaspersky Internet Security ESD (3-device, 24-miesiące) [KL1941PCCDS]";"270";"239.0";"Cena:  239zł &nbsp194,31zł netto";"http://www.esc.pl/images/oprogramowanie/kl1154pbbfs1-large.jpg?osCsid=c8356d3d2d58f9778db45dc1f2c9b9f7"
"22765";"1";"Kaspersky Internet Security ESD (2-device, 24-miesiące) [KL1941PCBDS]";"270";"179.0";"Cena:  179zł &nbsp145,53zł netto";""
"9700";"1";"Symantec Norton Security 3.0 Deluxe PL (3-devices) [21357598]";"270";"119.0";"Cena:  119zł &nbsp96,75zł netto";""
"27250";"1";"Kaspersky Internet Security ESD (1-device, 24-miesiące) [KL1867PCADS]";"270";"159.0";"Cena:  159zł &nbsp129,27zł netto";""
"33890";"1";"ESET Security Pack (3user+3smtf, 36-miesięcy, upgrade) [ESP-K3D3Y]";"270";"220.0";"Cena:  220zł &nbsp178,86zł netto Korzystasz z kilku komputerów w domu lub firmie? Na smartfonie odbierasz pocztę i przeglądasz Internet? Teraz ESET przygotował rozwiązanie specjalnie dla Ciebie – ESET Security Pack. Pakiet programów którymi możesz chronić aż 3 komputery oraz 3 smartfony, niezależnie od tego czy korzystasz z nich w domu czy firmie. ESET Security Pack zapewnia kompleksową ochronę komputerów z systemami Windows, Linux, Mac OS X oraz urządzeń mobilnych. Skorzystaj z ESET Security Pack i ciesz się pełną ochroną komputerów i samartfonów zarówno w domu jak i w firmie. Najważniejsze funkcje ESET Security Pack Skaner antywirusowy ThreatSense® – Autorska technologia ESET chroniąca przez znanymi jak i nowymi typami zagrożeń. Zapewnia pełne bezpieczeństwo podczas korzystania z Internetu oraz codziennej pracy na komputerze. Antyspyware – Ochrona przed złośliwym oprogramowaniem śledzącym aktywność użytkownika online. Chroni przed kradzieżą danych i poufnych informacji z komputera. Zapora osobista (Firewall) – Uniemożliwia niepowołanym użytkownikom zdalny dostęp do komputera użytkownika i jego prywatnych danych. Moduł antyspamowy – Wykorzystuje inteligentny, uczący się filtr, który zapobiega przedostawaniu się do skrzynki odbiorczej niechcianych wiadomości. Często to właśnie za ich pośrednictwem jest rozsyłane złośliwe oprogramowanie lub próby wyłudzenia pieniędzy przy pomocy phishingu. Antyzłodziej (Anti-Theft) – w przypadku kradzieży lub zgubienia urządzenia możesz zdalnie usunąć wszystkie dane – w tym listy kontaktów, wiadomości i dane z kart pamięci. Wystarczy, że wyślesz na telefon prostą komendę w postaci wiadomości SMS. Moduł Firewall i Antyspam dostępne tylko dla systemów Windows oraz Symbian. Funkcja Anti-Theft wsierana jest tylko przez smartfony.";"http://www.esc.pl/images/software/Antywirusy/ESET/ESP-N3D1Y.jpg?osCsid=bf2da85f4aea2c0ed285b0ae5f619c5b"
"27254";"1";"Kaspersky Total Security BOX (2-device, 12-miesięcy) [KL1919PBBFS]";"270";"135.0";"Cena:  135zł &nbsp109,76zł netto";""
"22769";"1";"ESET Smart Security (1-user, 24-miesiace)";"270";"210.0";"Cena:  210zł &nbsp170,73zł netto Liczba stanowisk: 1 szt Pakiet bezpieczeństwa zapewniający kompletną ochronę przed zagrożeniami z Internetu. Wysoką jakość ochrony antywirusowej i antyspyware gwarantuje użycie technologii ThreatSense znanej z programu ESET NOD32 Antivirus. Zapora osobista (personal firewall) chroni przed atakami hakerów, a ochrona przed spamem pozwala na wygodne korzystanie z poczty elektronicznej. Dzięki wykorzystaniu mechanizmów sztucznej inteligencji program zapewnia ochronę również przed nowymi, jeszcze nieznanymi zagrożeniami.";"http://www.esc.pl/images/oprogramowanie/eset_smart_4.jpg?osCsid=b3a064192008c8878a2ce4291a346aec"
"33788";"1";"ESET Security Pack (3user+3smtf, 24-miesiące, upgrade) [ESP-K3D2Y]";"270";"165.0";"Cena:  165zł &nbsp134,15zł netto Korzystasz z kilku komputerów w domu lub firmie? Na smartfonie odbierasz pocztę i przeglądasz Internet? Teraz ESET przygotował rozwiązanie specjalnie dla Ciebie – ESET Security Pack. Pakiet programów którymi możesz chronić aż 3 komputery oraz 3 smartfony, niezależnie od tego czy korzystasz z nich w domu czy firmie. ESET Security Pack zapewnia kompleksową ochronę komputerów z systemami Windows, Linux, Mac OS X oraz urządzeń mobilnych. Skorzystaj z ESET Security Pack i ciesz się pełną ochroną komputerów i samartfonów zarówno w domu jak i w firmie. Najważniejsze funkcje ESET Security Pack Skaner antywirusowy ThreatSense® – Autorska technologia ESET chroniąca przez znanymi jak i nowymi typami zagrożeń. Zapewnia pełne bezpieczeństwo podczas korzystania z Internetu oraz codziennej pracy na komputerze. Antyspyware – Ochrona przed złośliwym oprogramowaniem śledzącym aktywność użytkownika online. Chroni przed kradzieżą danych i poufnych informacji z komputera. Zapora osobista (Firewall) – Uniemożliwia niepowołanym użytkownikom zdalny dostęp do komputera użytkownika i jego prywatnych danych. Moduł antyspamowy – Wykorzystuje inteligentny, uczący się filtr, który zapobiega przedostawaniu się do skrzynki odbiorczej niechcianych wiadomości. Często to właśnie za ich pośrednictwem jest rozsyłane złośliwe oprogramowanie lub próby wyłudzenia pieniędzy przy pomocy phishingu. Antyzłodziej (Anti-Theft) – w przypadku kradzieży lub zgubienia urządzenia możesz zdalnie usunąć wszystkie dane – w tym listy kontaktów, wiadomości i dane z kart pamięci. Wystarczy, że wyślesz na telefon prostą komendę w postaci wiadomości SMS. Moduł Firewall i Antyspam dostępne tylko dla systemów Windows oraz Symbian. Funkcja Anti-Theft wsierana jest tylko przez smartfony.";"http://www.esc.pl/images/software/Antywirusy/ESET/ESP-N3D1Y.jpg?osCsid=c9cfe3cf8a6f69e6d9fca913d173f75f"
"22767";"1";"ESET Smart Security (1-user, 12-miesiecy, upgrade)";"270";"89.0";"Cena:  89zł &nbsp72,36zł netto Liczba stanowisk: 1 szt Pakiet bezpieczeństwa zapewniający kompletną ochronę przed zagrożeniami z Internetu. Wysoką jakość ochrony antywirusowej i antyspyware gwarantuje użycie technologii ThreatSense znanej z programu ESET NOD32 Antivirus. Zapora osobista (personal firewall) chroni przed atakami hakerów, a ochrona przed spamem pozwala na wygodne korzystanie z poczty elektronicznej. Dzięki wykorzystaniu mechanizmów sztucznej inteligencji program zapewnia ochronę również przed nowymi, jeszcze nieznanymi zagrożeniami.";"http://www.esc.pl/images/oprogramowanie/eset_ss_upgr.jpg?osCsid=ca5b38d8b8d06d302cc5afbcf218f42f"
"58141";"1";"Kaspersky Internet Security ESD (5-device, 12-miesięcy, kontynuacja) [KL1941PCEFR]";"270";"179.0";"Cena:  179zł &nbsp145,53zł netto";"http://www.esc.pl/images/oprogramowanie/kl1154pbbfs1-large.jpg?osCsid=21583b415c0d583c93f2577247e0dd3a"
"22665";"1";"ESET NOD32 Antivirus (1-user, 12-miesięcy, upgrade)";"270";"49.0";"Cena:  49zł &nbsp39,84zł netto Zastosowanie: Oprogramowanie antywirusowe Wersja : Upgrade/przedłużenie; Business Edition Client, 4.0 Pakiet zawiera: Licencję, Liczba użytkowników : 1 Liczba stanowisk: 1 szt Wersja językowa: polska Wymagania systemowe : Windows 98/NT/ME, 2000, XP, 2003, Vista, 2008";"http://www.esc.pl/images/software/Antywirusy/ESET/nod32upg.jpg?osCsid=554d218a9a6a168f8b75693ad2a7168f"
"58136";"1";"Kaspersky Internet Security BOX (2-device, 12-miesięcy) [KL1941PBBFS]";"270";"110.0";"Cena:  110zł &nbsp89,43zł netto";"http://www.esc.pl/images/oprogramowanie/kl1154pbbfs1-large.jpg?osCsid=96419f8851fcc5b68d8d579781d00eea"
"15179";"1";"ESET Security Pack (3user+3smtf, 12-miesięcy) [ESP-N3D1Y]";"270";"189.0";"Cena:  189zł &nbsp153,66zł netto Korzystasz z kilku komputerów w domu lub firmie? Na smartfonie odbierasz pocztę i przeglądasz Internet? Teraz ESET przygotował rozwiązanie specjalnie dla Ciebie – ESET Security Pack. Pakiet programów którymi możesz chronić aż 3 komputery oraz 3 smartfony, niezależnie od tego czy korzystasz z nich w domu czy firmie. ESET Security Pack zapewnia kompleksową ochronę komputerów z systemami Windows, Linux, Mac OS X oraz urządzeń mobilnych. Skorzystaj z ESET Security Pack i ciesz się pełną ochroną komputerów i samartfonów zarówno w domu jak i w firmie. Najważniejsze funkcje ESET Security Pack Skaner antywirusowy ThreatSense® – Autorska technologia ESET chroniąca przez znanymi jak i nowymi typami zagrożeń. Zapewnia pełne bezpieczeństwo podczas korzystania z Internetu oraz codziennej pracy na komputerze. Antyspyware – Ochrona przed złośliwym oprogramowaniem śledzącym aktywność użytkownika online. Chroni przed kradzieżą danych i poufnych informacji z komputera. Zapora osobista (Firewall) – Uniemożliwia niepowołanym użytkownikom zdalny dostęp do komputera użytkownika i jego prywatnych danych. Moduł antyspamowy – Wykorzystuje inteligentny, uczący się filtr, który zapobiega przedostawaniu się do skrzynki odbiorczej niechcianych wiadomości. Często to właśnie za ich pośrednictwem jest rozsyłane złośliwe oprogramowanie lub próby wyłudzenia pieniędzy przy pomocy phishingu. Antyzłodziej (Anti-Theft) – w przypadku kradzieży lub zgubienia urządzenia możesz zdalnie usunąć wszystkie dane – w tym listy kontaktów, wiadomości i dane z kart pamięci. Wystarczy, że wyślesz na telefon prostą komendę w postaci wiadomości SMS. Moduł Firewall i Antyspam dostępne tylko dla systemów Windows oraz Symbian. Funkcja Anti-Theft wsierana jest tylko przez smartfony.";"http://www.esc.pl/images/software/Antywirusy/ESET/ESP-N3D1Y.jpg?osCsid=fe4ef715f14fde29d6223799001ea76f"
"58138";"1";"Kaspersky Internet Security ESD (3-device, 12-miesięcy, kontynuacja) [KL1941PCCFR]";"270";"119.0";"Cena:  119zł &nbsp96,75zł netto";"http://www.esc.pl/images/oprogramowanie/kl1154pbbfs1-large.jpg?osCsid=67c53ce39ee1516f9b784e26190a6bc1"
"58140";"1";"Kaspersky Internet Security ESD (5-device, 12-miesięcy) [KL1941PCEFS]";"270";"239.0";"Cena:  239zł &nbsp194,31zł netto";"http://www.esc.pl/images/oprogramowanie/kl1154pbbfs1-large.jpg?osCsid=30bba35ec903dcf6377cd86ee8cc2039"
